Product,Quantity,Price,Date,Time
Oats,404,63.6,2025/08/19,06:47
Wheat,366,50.01,2025-05-08,06:42
Rice,199,78.84,2025-10-19,12:15
Corn,415,71.07,2025-04-13,10:48
Oats,88,65.42,2025/05/25,22:04
Wheat,123,62.5,2025-05-23,23:51
Soybean,326,50.5,2025/10/05,18:37
Oats,162,26.23,2025/07/27,03:28
Rice,283,59.23,2025-05-08,22:38
Rye,302,10.89,2025-12-15,04:25
Barley,256,68.71,2025-01-19,02:39
Soybean,241,84.37,2025/04/06,23:18
Oats,456,87.4,2025-11-28,19:36
Rye,433,69.35,2025/05/29,00:55
Oats,97,24.42,2025/08/11,18:36
Wheat,106,22.77,2025-03-08,05:31
Barley,487,47.14,2025-04-23,12:13
Wheat,189,42.94,2025/06/22,04:40
Barley,90,36.76,2025-01-13,23:01
Sorghum,61,33.11,2025/03/20,10:26
Barley,420,58.36,2025/03/04,03:10
Rice,463,54.45,2025-07-10,19:37
Soybean,55,61.26,2025-01-04,14:19
Rye,61,39.56,2025/03/30,12:21
Rye,328,35.93,2025/10/30,04:19
Sorghum,103,76.5,2025-12-23,04:42
Millet,199,54.78,2025/04/20,01:55
Barley,454,56.22,2025/05/20,23:47
Rice,312,62.41,2025-11-09,07:02
Barley,152,85.05,2025/01/29,20:01
Barley,116,87.77,2025/08/29,08:46
Quinoa,256,42.25,2025/03/11,16:26
Rice,214,89.25,2025-01-30,13:57
Corn,452,81.81,2025-04-03,22:51
Quinoa,80,31.47,2025-03-06,20:18
Soybean,134,69.08,2025-05-29,06:03
Barley,398,43.63,2025/03/14,12:00
Millet,431,79.35,2025/06/22,18:19
Sorghum,376,98.8,2025/05/11,04:57
Soybean,289,59.55,2025-09-28,21:45
Oats,255,26.12,2025/10/11,18:55
Wheat,428,55.23,2025/12/09,01:14
Soybean,175,36.15,2025-05-04,14:28
Rice,241,74.59,2025/08/28,23:11
Quinoa,283,68.1,2025/08/16,19:00
Rye,313,97.95,2025/05/24,03:46
Barley,61,55.53,2025/11/16,21:29
Millet,395,24.77,2025/10/22,15:17
Millet,402,70.61,2025-06-08,08:10
Corn,301,46.61,2025/11/06,06:12
Rice,212,11.3,2025/01/19,19:58
Quinoa,65,17.54,2025-03-10,00:21
Quinoa,420,84.69,2025/01/25,05:49
Rice,138,34.2,2025-09-17,17:46
Rice,199,46.12,2025-03-22,20:30
Corn,372,21.38,2025-10-25,23:55
Barley,78,70.02,2025-08-04,07:03
Rye,187,12.67,2025/06/13,15:07
Soybean,102,17.95,2025-07-03,02:25
Wheat,121,34.12,2025-05-13,09:06
Rye,266,38.85,2025/04/01,00:08
Wheat,492,70.86,2025-02-25,03:10
Millet,125,27.91,2025/06/23,20:27
Oats,182,82.93,2025/12/16,03:33
Barley,332,83.86,2025-05-27,08:53
Soybean,263,86.71,2025/07/18,13:26
Rye,115,36.58,2025/11/26,16:55
Soybean,429,14.98,2025-06-24,05:52
Rice,376,92.36,2025-06-29,15:10
Oats,189,20.46,2025-04-17,07:27
Rye,419,53.92,2025/09/22,14:32
Soybean,304,27.92,2025/02/18,17:40
Soybean,96,20.7,2025/05/29,07:20
Sorghum,203,30.8,2025-02-27,13:38
Barley,454,39.04,2025/11/27,22:33
Sorghum,224,30.38,2025/05/20,11:23
Sorghum,427,83.98,2025-07-06,17:59
Oats,259,55.98,2025-07-20,18:42
Soybean,281,32.56,2025/07/09,09:33
Millet,426,20.4,2025-01-25,06:31
Wheat,98,37.05,2025-08-27,14:23
Millet,50,57.59,2025-11-07,23:03
Corn,119,69.87,2025/08/02,00:43
Soybean,400,81.77,2025/09/03,13:13
Soybean,159,30.18,2025/07/10,19:55
Quinoa,86,16.64,2025/11/28,09:24
Corn,327,16.93,2025/08/15,23:05
Millet,270,21.98,2025-03-03,20:45
Oats,199,24.75,2025/06/07,04:27
Rye,293,20.92,2025/01/30,14:00
Rice,300,28.44,2025-09-15,02:10
Rice,486,94.47,2025-10-08,16:33
Corn,216,66.1,2025-02-03,01:25
Sorghum,276,95.8,2025-12-19,17:34
Rye,193,61.91,2025-04-23,12:33
Oats,265,92.06,2025-08-22,13:10
Oats,392,80.78,2025-01-24,05:29
Sorghum,471,21.51,2025-03-29,21:38
Rye,186,75.55,2025-03-15,00:01
Quinoa,490,33.47,2025-08-20,04:07
Corn,301,23.47,2025-12-01,03:51
Corn,192,81.42,2025/05/05,19:55
Wheat,197,46.42,2025-12-07,20:14
Rice,167,53.0,2025-03-30,18:27
Corn,179,16.26,2025/03/17,12:58
Quinoa,290,76.32,2025-10-07,23:47
Wheat,294,35.51,2025/01/17,22:08
Wheat,457,93.05,2025/04/02,04:46
Soybean,425,52.64,2025-01-22,03:39
Rye,373,53.14,2025-07-18,02:21
Quinoa,481,88.23,2025-05-24,07:49
Quinoa,397,55.19,2025-11-28,08:51
Corn,475,29.03,2025-10-18,00:11
Sorghum,166,85.34,2025/11/19,14:13
Corn,267,91.06,2025-12-29,02:47
Rice,57,17.43,2025/04/09,14:47
Quinoa,183,20.45,2025/12/15,05:39
Corn,303,89.39,2025/05/15,22:52
Rice,332,87.51,2025-02-05,22:06
Barley,346,16.04,2025/02/18,19:15
Wheat,82,38.3,2025-03-10,00:39
Sorghum,254,56.23,2025-10-13,23:31
Oats,411,62.45,2025-06-25,10:51
Soybean,208,18.15,2025-08-30,18:28
Quinoa,386,61.65,2025-02-08,20:44
Corn,139,16.93,2025/03/29,14:29
Wheat,69,11.13,2025-08-09,02:11
Millet,296,35.16,2025/12/09,12:32
Rice,188,64.28,2025/07/18,20:57
Barley,388,40.05,2025/12/20,13:08
Millet,226,52.21,2025-11-04,21:48
Millet,97,17.11,2025-04-21,11:59
Soybean,225,91.17,2025/03/27,01:00
Corn,61,81.15,2025-09-14,20:19
Rye,351,14.01,2025/03/01,13:20
Barley,117,75.26,2025-10-05,20:23
Corn,334,29.73,2025-06-24,05:53
Soybean,473,72.95,2025/08/11,00:29
Wheat,184,45.99,2025/09/18,18:41
Soybean,263,68.5,2025-01-21,17:21
Millet,51,75.81,2025-04-24,01:36
Millet,283,26.95,2025-03-29,17:03
Rice,334,61.07,2025-03-28,10:32
Oats,323,74.19,2025/10/11,08:58
Rice,468,21.95,2025-06-02,03:57
Oats,232,25.39,2025/07/22,15:43
Quinoa,463,55.33,2025/01/18,23:54
Millet,491,79.24,2025/12/09,19:55
Rice,431,56.15,2025/10/26,08:31
Rye,333,47.64,2025-04-10,14:46
Barley,415,23.48,2025/11/08,11:02
Millet,348,70.48,2025-03-05,20:33
Soybean,328,28.08,2025/04/15,03:52
Rye,119,60.08,2025-12-09,14:36
Quinoa,79,54.1,2025/04/21,14:56
Millet,219,76.73,2025-03-09,16:15
Barley,214,42.08,2025-12-18,03:05
Rye,168,22.68,2025-08-28,17:14
Wheat,115,10.76,2025/12/21,03:44
Rice,265,84.05,2025-05-27,23:33
Rice,249,67.23,2025-08-23,22:57
Rye,438,71.7,2025/11/20,19:27
Rice,166,75.26,2025/12/02,04:21
Sorghum,290,24.41,2025/09/09,14:24
Rye,393,35.78,2025/02/07,14:51
Rye,175,14.82,2025-10-07,22:31
Wheat,188,48.18,2025-12-26,11:48
Barley,191,70.89,2025/12/15,11:04
Corn,142,83.0,2025-05-30,12:39
Rice,54,28.07,2025/07/12,07:20
Rice,238,55.16,2025-12-02,13:20
Sorghum,120,58.92,2025/07/05,19:53
Oats,144,20.73,2025/05/01,15:18
Soybean,90,77.78,2025-06-04,05:00
Rye,458,54.17,2025/01/12,04:22
Soybean,369,57.62,2025/06/09,07:53
Wheat,325,51.19,2025/10/22,16:26
Rye,428,73.23,2025/05/01,00:48
Soybean,497,70.47,2025/04/14,06:17
Rice,109,76.27,2025-11-10,03:32
Oats,64,17.91,2025-01-13,00:20
Sorghum,273,66.52,2025-11-13,05:37
Millet,256,37.16,2025/09/18,21:35
Soybean,392,31.95,2025-05-30,08:53
Soybean,267,59.18,2025-04-10,12:34
Sorghum,124,57.5,2025/01/04,11:31
Corn,361,47.29,2025-12-31,17:15
Barley,144,56.03,2025-07-17,07:26
Barley,122,26.75,2025/12/15,00:35
Millet,94,66.31,2025/03/11,11:27
Sorghum,133,61.93,2025/12/23,07:30
Corn,235,20.66,2025/04/13,01:45
Sorghum,214,15.77,2025-07-17,15:04
Corn,185,62.55,2025/12/15,00:44
Quinoa,408,27.04,2025-01-05,08:40
Rye,461,91.92,2025-04-06,02:07
Barley,461,47.08,2025/03/10,14:20
Wheat,128,19.03,2025/04/27,03:35
Barley,328,90.01,2025-11-27,12:23
Quinoa,419,93.8,2025-07-08,08:28
Quinoa,103,93.95,2025-04-30,13:09
Rice,295,86.94,2025/05/26,21:07
Barley,176,18.91,2025-03-20,21:13
Soybean,149,87.57,2025-08-19,04:56
Oats,73,23.37,2025/09/03,07:32
Sorghum,371,19.88,2025-01-04,19:30
Sorghum,435,25.92,2025-07-16,10:25
Soybean,416,70.89,2025/01/23,07:10
Barley,230,79.76,2025/03/13,15:53
Wheat,447,24.8,2025-12-19,11:16
Barley,105,82.33,2025-06-02,09:01
Rice,454,69.57,2025-06-09,10:22
Millet,195,50.43,2025-04-01,01:30
Sorghum,183,32.21,2025/08/07,05:23
Corn,422,71.08,2025/04/17,07:30
Rye,208,13.35,2025-12-20,07:33
Barley,290,67.58,2025-11-05,12:53
Rice,253,73.72,2025-10-12,16:43
Barley,322,78.52,2025-03-23,16:06
Corn,297,88.64,2025-07-04,19:38
Oats,375,30.81,2025/11/10,15:52
Rye,421,42.95,2025/09/29,10:18
Millet,121,70.31,2025-09-23,21:49
Rice,64,59.39,2025/09/20,13:00
Barley,135,42.61,2025/06/25,10:26
Corn,151,42.54,2025-03-28,23:54
Millet,351,43.92,2025-01-13,02:41
Quinoa,350,37.67,2025/08/31,11:49
Oats,289,64.28,2025-07-24,14:25
Millet,453,95.55,2025/04/09,15:34
Rye,189,69.54,2025/09/19,20:40
Quinoa,262,30.23,2025-07-01,10:06
Barley,277,10.02,2025-03-04,09:01
Sorghum,365,20.56,2025/12/13,15:50
Rice,433,30.59,2025/05/22,05:42
Millet,160,82.57,2025/11/23,20:59
Sorghum,464,53.73,2025-06-19,14:32
Oats,184,48.19,2025-06-26,03:48
Quinoa,74,26.58,2025/10/21,08:52
Rye,98,75.83,2025/10/19,14:37
Wheat,188,99.96,2025/02/22,06:46
Rice,424,50.23,2025/10/12,05:34
Sorghum,199,31.08,2025-04-18,22:34
Corn,479,99.85,2025/03/11,11:15
Rice,266,99.86,2025-09-14,11:41
Rye,465,27.19,2025/02/20,17:51
Barley,290,66.22,2025/11/10,02:08
Soybean,156,15.66,2025/07/14,08:52
Quinoa,92,47.19,2025/08/05,19:42
Sorghum,357,30.71,2025/11/02,05:00
Soybean,324,94.48,2025/01/10,11:51
Corn,63,22.78,2025/02/28,17:25
Barley,362,57.09,2025/07/03,04:54
Rye,457,12.7,2025-05-18,06:08
Rice,281,18.72,2025/04/04,18:24
Soybean,171,83.34,2025-03-20,02:53
Barley,91,69.56,2025/04/03,00:32
Rye,402,50.9,2025-10-13,10:32
Wheat,380,94.34,2025-01-30,05:50
Oats,157,62.57,2025/04/15,06:06
Rye,201,76.03,2025-06-24,02:15
Rye,443,98.01,2025/05/24,12:37
Quinoa,445,35.94,2025-03-25,10:45
Sorghum,491,25.48,2025/03/12,18:30
Barley,403,32.1,2025-07-31,11:22
Rice,226,86.72,2025-09-07,14:29
Millet,283,53.92,2025/08/27,14:21
Quinoa,405,76.08,2025/05/03,09:35
Sorghum,462,58.48,2025/09/05,17:05
Rice,115,71.94,2025-02-27,21:37
Wheat,236,96.91,2025/01/24,15:47
Sorghum,127,12.14,2025-03-26,14:48
Soybean,127,13.28,2025/07/18,12:03
Corn,104,14.75,2025-11-09,00:15
Quinoa,169,93.96,2025/03/15,20:02
Barley,339,99.63,2025/03/26,15:20
Barley,283,94.88,2025/02/04,00:19
Corn,224,33.3,2025/09/19,19:48
Soybean,143,63.36,2025-02-09,19:33
Corn,108,25.57,2025/12/21,04:02
Sorghum,279,79.92,2025/04/18,06:58
Corn,138,95.08,2025-04-14,18:21
Oats,239,89.34,2025/10/21,22:59
Corn,164,58.26,2025-09-07,21:53
Rye,400,31.04,2025-12-11,10:02
Wheat,73,55.02,2025-10-17,06:50
Rye,345,49.79,2025/05/10,14:36
Quinoa,70,72.85,2025/07/10,20:33
Quinoa,247,93.45,2025-11-20,00:40
Millet,96,26.74,2025-02-16,08:11
Soybean,85,34.49,2025/05/02,06:14
Corn,293,60.8,2025/11/26,11:52
Millet,271,56.88,2025-01-28,09:38
Oats,197,20.4,2025/07/09,00:36
Rye,203,72.38,2025-10-02,16:18
Rye,285,44.35,2025/01/18,06:53
Soybean,79,40.55,2025/05/25,03:38
Sorghum,203,35.0,2025/11/21,06:15
Soybean,253,20.14,2025-09-12,00:48
Barley,411,14.72,2025/05/22,20:13
Corn,227,85.44,2025/11/06,21:47
Oats,266,35.43,2025/02/02,01:16
Rice,175,79.3,2025-10-06,15:31
Rice,127,23.11,2025/07/12,18:58
Quinoa,70,34.57,2025/03/04,09:59
Sorghum,375,71.34,2025/11/29,00:34
Barley,364,33.29,2025-10-25,21:06
Oats,132,92.83,2025/10/11,13:09
Rye,243,53.07,2025-08-21,06:01
Millet,242,88.54,2025-04-24,05:24
Millet,156,83.33,2025-07-08,14:13
Barley,157,26.1,2025-05-01,08:28
Barley,350,24.78,2025-09-01,18:55
Quinoa,353,64.39,2025/06/24,04:04
Soybean,307,81.68,2025-12-26,22:05
Wheat,202,80.49,2025/05/24,22:31
Rice,477,59.07,2025/12/15,06:59
Soybean,281,90.05,2025-01-30,14:58
Wheat,221,31.26,2025/11/01,00:40
Rice,139,28.66,2025/10/24,03:30
Quinoa,471,24.23,2025-10-20,18:14
Quinoa,403,18.26,2025/02/09,22:47
Barley,153,79.21,2025/03/03,05:29
Quinoa,418,62.38,2025/06/10,18:19
Corn,359,29.55,2025-11-27,09:09
Soybean,102,56.29,2025/02/17,20:04
Wheat,376,46.38,2025-03-13,18:22
Soybean,59,49.84,2025/12/16,18:37
Millet,354,95.74,2025/03/27,16:38
Wheat,330,43.8,2025/01/05,04:37
Quinoa,184,11.39,2025-04-01,10:19
Millet,64,73.16,2025-06-23,16:11
Sorghum,158,76.53,2025-05-31,07:41
Millet,284,80.49,2025-07-10,23:05
Rye,155,76.27,2025-01-01,03:45
Corn,97,31.33,2025/02/02,23:29
Millet,316,35.05,2025/07/16,16:39
Rye,410,52.05,2025-06-21,08:17
Sorghum,310,33.92,2025/12/11,13:29
Barley,214,29.01,2025/10/31,15:04
Barley,364,56.49,2025/06/23,09:33
Soybean,496,93.95,2025-12-20,07:34
Millet,78,72.76,2025-05-10,09:01
Rye,145,19.57,2025/11/21,18:22
Rye,349,67.12,2025-06-11,10:01
Millet,448,42.61,2025-09-19,19:50
Millet,319,73.67,2025/01/01,17:04
Quinoa,174,48.31,2025-02-09,10:11
Corn,359,95.9,2025-08-15,00:37
Rye,247,16.09,2025/08/23,08:04
Barley,420,18.42,2025/02/08,21:03
Wheat,68,89.16,2025-05-01,07:52
Sorghum,119,88.22,2025-01-06,14:09
Oats,241,41.61,2025/04/07,21:32
Barley,457,71.61,2025-05-03,18:03
Rye,242,57.64,2025/07/31,16:35
Quinoa,87,79.9,2025/03/07,11:44
Rye,227,97.39,2025-03-07,01:16
Barley,55,79.82,2025/11/10,08:45
Wheat,369,60.28,2025-04-07,10:47
Millet,70,28.28,2025/01/24,10:51
Barley,462,80.95,2025/07/28,16:47
Rye,115,38.43,2025-10-26,00:21
Barley,233,85.53,2025-12-25,08:17
Rye,336,39.62,2025-01-12,03:23
Oats,202,55.7,2025-12-08,19:08
Corn,155,87.47,2025/11/02,00:43
Barley,354,87.06,2025/05/15,15:31
Rye,84,96.04,2025/01/31,15:46
Corn,225,44.72,2025-03-31,21:09
Rye,159,67.04,2025-04-29,06:54
Wheat,485,15.39,2025/09/25,14:46
Quinoa,249,47.47,2025/12/16,02:21
Rice,331,93.25,2025-04-28,23:49
Oats,394,51.9,2025-06-29,14:27
Oats,311,88.28,2025-04-02,19:21
Corn,413,29.48,2025/05/02,20:34
Millet,144,32.99,2025/08/15,09:38
Oats,114,32.12,2025-09-23,00:48
Quinoa,480,56.33,2025-08-02,21:53
Sorghum,76,56.28,2025-04-21,07:49
Barley,459,25.04,2025/12/29,11:57
Oats,282,34.59,2025-12-17,18:57
Soybean,375,36.75,2025/07/20,09:16
Rice,343,82.32,2025-12-08,13:27
Wheat,363,14.98,2025/11/06,06:50
Millet,481,43.5,2025-12-14,05:59
Barley,308,31.22,2025/08/28,12:44
Oats,250,82.07,2025/11/14,14:14
Soybean,342,74.5,2025-05-31,11:13
Barley,231,41.27,2025-10-18,17:10
Rye,82,91.5,2025/02/18,08:46
Wheat,109,78.36,2025/01/06,22:13
Soybean,398,50.36,2025-01-15,16:55
Quinoa,412,67.9,2025/06/19,18:26
Rice,292,46.94,2025/09/18,09:47
Oats,351,82.34,2025/11/27,05:56
Oats,277,42.01,2025-10-09,17:38
Oats,375,50.33,2025-05-05,03:28
Soybean,231,58.61,2025-05-03,00:04
Rice,376,44.05,2025/01/29,22:14
Sorghum,406,46.6,2025-04-03,23:39
Oats,445,90.88,2025-06-28,19:32
Quinoa,113,46.34,2025-09-10,00:00
Rye,217,36.5,2025-11-28,17:56
Corn,423,98.33,2025-05-04,04:04
Sorghum,324,29.89,2025/08/01,13:22
Rye,328,48.66,2025-04-19,03:31
Wheat,133,85.13,2025-08-28,11:51
Rye,129,70.25,2025-04-01,14:32
Quinoa,316,54.46,2025/02/20,07:25
Quinoa,478,32.81,2025-01-10,01:26
Quinoa,278,16.86,2025-11-06,06:07
Barley,295,98.8,2025/11/15,09:16
Wheat,151,67.2,2025-06-29,05:57
Corn,213,22.46,2025-05-26,04:11
Wheat,110,14.17,2025/06/01,11:23
Barley,67,15.7,2025/03/08,09:50
Barley,110,18.77,2025/11/01,07:34
Oats,51,52.5,2025/05/20,06:54
Rye,85,25.66,2025-06-10,09:50
Sorghum,73,59.36,2025/06/16,04:25
Barley,340,79.13,2025-12-25,15:37
Corn,432,48.23,2025-03-12,16:47
Corn,326,91.99,2025-09-20,05:40
Rice,412,92.25,2025-08-27,05:54
Millet,222,52.22,2025-05-31,08:23
Barley,397,31.41,2025-04-05,14:17
Corn,111,24.97,2025-07-17,23:49
Rice,54,31.63,2025/05/05,02:00
Wheat,158,63.59,2025/07/14,21:19
Soybean,420,82.83,2025-06-12,08:44
Oats,341,32.79,2025-07-05,03:27
Millet,166,88.89,2025/12/18,15:46
Barley,235,31.05,2025/07/02,01:26
Oats,175,92.67,2025-03-31,00:37
Barley,494,38.91,2025/01/31,05:27
Quinoa,311,22.91,2025-09-09,17:09
Millet,394,24.39,2025-12-08,06:30
Barley,212,55.5,2025/04/18,08:16
Soybean,142,73.62,2025/05/28,00:17
Oats,481,98.21,2025-07-04,23:16
Soybean,426,17.74,2025/03/07,09:13
Sorghum,68,14.29,2025/05/14,20:54
Barley,277,18.06,2025-10-09,15:03
Corn,352,36.93,2025-06-21,16:15
Rye,248,52.04,2025/03/24,12:51
Rye,262,64.08,2025-06-07,21:31
Quinoa,186,90.46,2025/09/02,07:42
Rice,136,45.1,2025/07/03,12:03
Sorghum,305,89.53,2025/12/07,10:13
Corn,406,33.78,2025-11-05,12:26
Millet,340,59.59,2025/09/04,06:57
Rice,238,83.2,2025/09/06,08:11
Oats,372,14.36,2025/03/13,15:34
Oats,199,31.47,2025-07-26,10:19
Wheat,482,82.84,2025/09/29,05:05
Corn,407,94.27,2025/05/26,19:34
Wheat,398,81.04,2025-06-03,05:03
Sorghum,301,77.06,2025/09/18,16:04
Oats,385,32.0,2025-05-03,03:41
Millet,222,81.41,2025-10-18,16:23
Sorghum,124,29.96,2025/09/17,05:48
Rice,363,63.01,2025/05/14,19:39
Soybean,256,41.91,2025/09/18,16:42
Oats,432,86.09,2025/08/01,18:00
Quinoa,495,18.06,2025/06/25,10:56
Quinoa,91,53.71,2025/05/21,01:21
Barley,245,15.78,2025/12/16,02:28
Rice,413,38.08,2025-11-19,14:43
Rye,491,42.14,2025-07-03,11:18
Rye,148,99.62,2025/07/01,22:32
Rice,166,39.95,2025/05/28,09:27
Wheat,474,28.23,2025-07-18,21:38
Rye,248,64.57,2025-09-21,06:28
Quinoa,490,61.97,2025-04-08,05:55
Soybean,483,36.51,2025/11/16,14:35
Sorghum,344,95.28,2025/12/23,17:04
Millet,183,66.12,2025/09/24,10:27
Barley,435,38.73,2025-12-10,03:51
Rice,385,47.6,2025-12-30,07:30
Sorghum,419,69.38,2025/07/22,20:49
Soybean,279,64.84,2025-03-12,03:32
Rice,183,87.11,2025/10/12,19:25
Rice,192,84.81,2025-12-20,07:01
Oats,162,57.51,2025-08-26,17:58
Soybean,96,21.51,2025-01-27,22:45
Corn,280,24.47,2025-12-23,11:55
Sorghum,493,56.33,2025/11/19,23:20
Millet,377,94.07,2025/12/03,08:58
Barley,314,17.18,2025-03-31,16:00
Rice,73,84.79,2025/09/30,01:53
Oats,321,74.17,2025/08/08,11:26
Rice,184,76.8,2025-11-01,06:00
Corn,249,36.83,2025/07/12,17:25
Corn,481,29.7,2025/06/09,01:21
Soybean,174,13.35,2025-04-22,12:42
Wheat,401,64.67,2025-12-27,13:49
Rice,366,41.09,2025-11-08,13:06
Corn,139,22.83,2025/04/21,14:56
Oats,139,99.77,2025-11-20,09:05
Oats,357,32.18,2025-01-12,13:34
Millet,307,72.58,2025-05-04,18:47
Oats,244,76.17,2025-10-28,22:49
Quinoa,326,11.14,2025-01-30,20:13
Rye,161,15.2,2025-03-17,01:01
Rye,178,72.6,2025-07-16,15:33
Rye,377,44.97,2025/06/19,23:45
Barley,320,59.13,2025/04/19,17:08
Oats,426,13.35,2025/09/02,04:28
Rice,249,52.12,2025-08-05,16:49
Rice,451,86.95,2025/07/25,03:47
Barley,382,34.33,2025/04/16,13:49
Rye,136,94.95,2025-04-12,15:28
Quinoa,329,36.63,2025/06/04,07:32
Millet,75,54.07,2025/01/19,20:32
Millet,485,54.65,2025-05-19,20:36
Rye,415,19.3,2025/11/18,03:14
Barley,498,95.91,2025/03/23,20:28
Barley,139,92.56,2025-06-07,14:46
Rye,362,54.36,2025/12/28,23:43
Rye,142,84.42,2025-01-30,15:19
Soybean,484,76.89,2025-01-28,05:02
Rice,181,44.07,2025-12-03,09:45
Barley,87,12.3,2025-12-09,22:00
Millet,272,87.81,2025-05-21,22:44
Oats,363,97.32,2025/10/18,09:18
Barley,52,85.27,2025-12-16,09:09
Rice,289,82.92,2025/03/25,17:49
Corn,108,75.97,2025-06-26,14:36
Oats,477,52.91,2025-12-11,14:02
Sorghum,51,50.81,2025/05/03,16:22
Rice,53,84.6,2025-06-23,04:45
Quinoa,393,12.4,2025/09/28,23:30
Millet,84,38.99,2025-08-25,10:04
Sorghum,327,71.76,2025/04/11,12:40
Corn,486,97.65,2025/10/14,17:16
Millet,473,35.77,2025-08-26,00:59
Corn,286,70.79,2025/04/25,00:37
Barley,235,94.25,2025-06-01,20:31
Barley,381,53.56,2025/05/29,18:16
Barley,481,78.08,2025/06/02,08:44
Barley,404,49.62,2025/06/16,20:48
Barley,376,49.33,2025/08/21,10:21
Barley,234,24.77,2025-11-22,12:58
Rye,461,24.66,2025-11-03,01:18
Quinoa,178,84.88,2025/09/10,19:20
Wheat,106,68.59,2025/09/15,18:38
Millet,373,67.95,2025-10-13,20:40
Millet,311,46.6,2025/07/19,00:37
Wheat,130,38.28,2025/03/18,03:13
Corn,299,57.67,2025/12/11,10:13
Barley,488,46.37,2025/11/26,21:45
Millet,211,63.76,2025-09-17,21:49
Barley,135,51.34,2025/12/13,01:52
Wheat,97,24.9,2025/08/31,10:21
Quinoa,226,78.06,2025-10-26,00:14
Quinoa,249,36.55,2025/10/11,21:55
Rye,109,97.36,2025/07/15,08:25
Rice,342,45.22,2025/03/21,12:13
Barley,317,59.44,2025-04-11,01:42
Sorghum,221,65.46,2025-12-20,08:19
Oats,451,87.53,2025/03/01,02:27
Corn,266,70.64,2025-11-17,06:05
Oats,485,12.87,2025-10-25,22:58
Sorghum,209,96.97,2025/10/07,16:51
Barley,212,96.97,2025-02-08,13:15
Millet,74,33.52,2025-01-20,22:42
Rye,379,29.39,2025/02/27,19:49
Rye,430,38.96,2025-01-03,04:28
Sorghum,461,45.37,2025/05/13,00:35
Millet,112,88.57,2025-08-22,13:12
Rice,244,99.0,2025-08-28,22:28
Rye,260,61.18,2025/03/08,04:26
Barley,126,17.48,2025-08-22,11:53
Quinoa,251,53.17,2025-08-31,15:46
Oats,309,48.82,2025/02/15,01:48
Wheat,450,63.72,2025/07/22,07:10
Quinoa,385,93.6,2025-01-22,04:03
Oats,269,87.0,2025-04-05,10:00
Millet,72,44.77,2025/06/07,22:24
Sorghum,282,15.33,2025-11-27,17:18
Soybean,245,30.22,2025-07-25,18:43
Barley,190,21.22,2025/09/19,23:12
Soybean,464,15.17,2025-01-10,20:55
Quinoa,429,31.17,2025-01-01,22:56
Soybean,349,84.48,2025-01-02,20:43
Rye,339,74.85,2025-01-08,15:06
Millet,396,20.09,2025-11-20,22:36
Quinoa,257,65.26,2025/05/07,19:47
Oats,96,43.48,2025/09/02,03:45
Soybean,228,96.84,2025-12-30,13:30
Rye,144,51.99,2025/07/03,18:56
Corn,495,99.19,2025-06-08,11:45
Soybean,185,56.7,2025/06/08,19:14
Quinoa,240,48.83,2025/09/15,20:04
Wheat,465,73.14,2025/08/10,19:19
Wheat,400,75.42,2025/12/24,00:40
Millet,67,94.0,2025/12/11,03:13
Soybean,88,22.69,2025-10-26,20:51
Millet,112,79.9,2025/10/30,13:12
Rye,498,85.83,2025/05/06,01:41
Rice,498,58.89,2025-08-15,02:40
Rye,101,45.22,2025/08/08,05:16
Millet,418,44.21,2025/11/09,14:46
Sorghum,214,79.44,2025/07/10,06:01
Millet,139,66.71,2025-11-03,13:20
Wheat,92,74.03,2025/06/05,15:16
Wheat,181,27.08,2025/12/13,05:45
Barley,384,73.09,2025/08/17,10:25
Soybean,318,79.72,2025/03/02,02:22
Wheat,352,34.3,2025/05/21,00:03
Rice,381,84.3,2025-07-15,07:46
Oats,318,40.24,2025-01-27,19:59
Soybean,209,84.77,2025/09/22,10:57
Quinoa,478,60.26,2025/05/08,14:25
Rye,57,17.78,2025/05/27,04:37
Rice,266,85.21,2025-04-18,23:45
Barley,498,12.42,2025/08/18,21:44
Barley,272,57.57,2025-10-10,18:43
Quinoa,179,20.05,2025-07-11,19:38
Wheat,231,82.34,2025-04-16,16:40
Barley,488,77.75,2025-08-23,16:39
Sorghum,264,98.82,2025-11-29,18:23
Barley,240,89.73,2025-06-28,19:25
Oats,248,51.52,2025/03/20,01:08
Barley,298,81.04,2025/03/29,07:13
Soybean,363,75.62,2025-06-15,15:29
Rice,450,56.76,2025-10-24,12:20
Corn,109,28.53,2025-10-31,05:42
Rye,487,71.28,2025-06-20,10:34
Rye,352,40.11,2025/12/22,04:51
Soybean,271,72.31,2025-05-21,04:08
Sorghum,71,69.29,2025/10/17,02:28
Corn,284,93.14,2025/11/24,11:55
Soybean,92,48.11,2025/09/27,16:03
Millet,242,17.4,2025/12/13,19:40
Sorghum,390,68.22,2025/02/13,10:17
Oats,252,62.11,2025-03-01,02:37
Corn,392,26.53,2025-02-13,17:19
Quinoa,273,70.98,2025-02-13,15:02
Wheat,196,33.6,2025-10-18,02:28
Millet,119,48.91,2025-11-18,19:44
Barley,213,10.04,2025-11-11,08:05
Quinoa,167,13.33,2025/06/11,07:36
Soybean,95,11.24,2025/12/26,19:13
Barley,340,50.9,2025/12/01,17:47
Barley,186,39.17,2025/01/13,02:19
Quinoa,395,46.59,2025/05/30,00:36
